Student_ID,Subject,Exam_Score,Homework_Completion_pct,Full_Name,Grade_Level,Attendance_Rate_%,Overall_Attendance_Rate_%,Homework_Done_Rate_%
S03659,Geography,92.0,80.0,Patrick Horton,Grade 5,28.6,28.6,0.0
S03659,Math,95.0,95.0,Patrick Horton,Grade 5,50.0,28.6,0.0
S03660,English,80.0,90.0,Jessica Nguyen,Grade 5,0.0,25.0,0.0
S03660,History,68.0,93.33333333333333,Jessica Nguyen,Grade 5,57.1,25.0,0.0
S03660,Math,59.0,95.0,Jessica Nguyen,Grade 5,0.0,25.0,0.0
S03660,Science,52.0,90.0,Jessica Nguyen,Grade 5,25.0,25.0,0.0
S03661,Arabic,88.0,100.0,Travis Sanchez,Grade 1,66.7,34.6,0.0
S03661,History,107.0,-5.0,Travis Sanchez,Grade 1,20.0,34.6,0.0
S03661,Math,80.0,-5.0,Travis Sanchez,Grade 1,37.5,34.6,0.0
S03661,Science,50.0,100.0,Travis Sanchez,Grade 1,40.0,34.6,0.0
S03662,Arabic,67.33333333333333,91.66666666666667,Katherine Mcdonald,Grade 2,15.4,30.8,0.0
S03662,Math,99.0,-5.0,Katherine Mcdonald,Grade 2,50.0,30.8,0.0
S03663,Arabic,74.0,90.0,Brett Brown,Grade 5,,24.0,0.0
S03663,History,91.33333333333333,23.333333333333332,Brett Brown,Grade 5,42.9,24.0,0.0
S03664,English,87.0,90.0,Jaime Munoz,Grade 2,40.0,36.7,37.5
S03664,Science,88.0,100.0,Jaime Munoz,Grade 2,28.6,36.7,37.5
S03666,History,69.0,80.0,Renee Kerr,Grade 1,40.0,37.0,20.0
S03666,Science,101.0,-5.0,Renee Kerr,Grade 1,25.0,37.0,20.0
S03667,Arabic,77.0,-5.0,Jeffrey Mann,Grade 2,25.0,24.0,0.0
S03668,Geography,102.0,100.0,James Owens,Grade 5,0.0,18.8,66.7
S03668,Math,68.0,90.0,James Owens,Grade 5,0.0,18.8,66.7
S03669,Geography,92.0,95.0,Maria Baker,Grade 5,50.0,31.4,16.7
S03669,History,94.0,100.0,Maria Baker,Grade 5,33.3,31.4,16.7
S03670,Arabic,94.0,90.0,micheal lewis,Grade 2,0.0,19.2,20.0
S03670,English,41.0,-5.0,micheal lewis,Grade 2,0.0,19.2,20.0
S03670,Science,52.0,95.0,micheal lewis,Grade 2,25.0,19.2,20.0
S03672,Arabic,65.0,90.0,michael sweeney,Grade 3,40.0,26.7,75.0
S03672,Math,87.0,100.0,michael sweeney,Grade 3,40.0,26.7,75.0
S03672,Science,79.0,95.0,michael sweeney,Grade 3,0.0,26.7,75.0
S03673,Geography,72.0,95.0,Kevin Hayes,Grade 3,25.0,28.6,0.0
S03673,Math,75.0,-5.0,Kevin Hayes,Grade 3,50.0,28.6,0.0
S03674,English,42.0,97.5,Anna Hudson,Grade 3,0.0,21.1,0.0
S03674,Geography,69.0,100.0,Anna Hudson,Grade 3,33.3,21.1,0.0
S03674,Math,71.5,90.0,Anna Hudson,Grade 3,20.0,21.1,0.0
S03675,Arabic,77.0,90.0,antonio hale,Grade 3,16.7,23.3,55.6
S03675,Geography,62.0,90.0,antonio hale,Grade 3,11.1,23.3,55.6
S03675,Math,94.5,85.0,antonio hale,Grade 3,42.9,23.3,55.6
S03675,Science,78.0,90.0,antonio hale,Grade 3,26.7,23.3,55.6
S03676,Arabic,65.5,47.5,meagan ortiz,Grade 5,0.0,17.4,50.0
S03676,English,92.0,-5.0,meagan ortiz,Grade 5,0.0,17.4,50.0
S03676,Geography,97.0,-5.0,meagan ortiz,Grade 5,25.0,17.4,50.0
S03676,History,51.0,95.0,meagan ortiz,Grade 5,40.0,17.4,50.0
S03677,Geography,100.0,95.0,Michael Guerrero,Grade 3,22.2,15.0,33.3
S03678,English,54.0,100.0,Joshua Oconnor,Grade 5,33.3,30.0,40.0
S03679,Geography,83.0,90.0,Brent Wilson,Grade 5,66.7,32.4,16.7
S03679,History,52.0,100.0,Brent Wilson,Grade 5,12.5,32.4,16.7
S03680,English,53.0,100.0,Amanda Mays,Grade 3,0.0,21.6,0.0
S03680,History,67.0,95.0,Amanda Mays,Grade 3,20.0,21.6,0.0
S03680,Science,54.0,80.0,Amanda Mays,Grade 3,25.0,21.6,0.0
S03681,English,67.5,95.0,Tyler Boone,Grade 5,60.0,25.7,40.0
S03682,English,57.0,100.0,Patricia Odom,Grade 2,28.6,41.7,50.0
S03682,History,53.5,97.5,Patricia Odom,Grade 2,50.0,41.7,50.0
S03683,History,80.5,90.0,Tina Wilson,Grade 2,50.0,25.0,57.1
S03683,Math,72.0,90.0,Tina Wilson,Grade 2,0.0,25.0,57.1
S03683,Science,89.5,90.0,Tina Wilson,Grade 2,40.0,25.0,57.1
S03684,Arabic,73.66666666666667,61.666666666666664,Paul Cain,Grade 4,0.0,18.2,0.0
S03684,History,92.0,-5.0,Paul Cain,Grade 4,22.2,18.2,0.0
S03684,Math,74.5,42.5,Paul Cain,Grade 4,0.0,18.2,0.0
S03685,English,52.0,95.0,Chelsea Lee,Grade 4,0.0,20.0,0.0
S03685,History,52.0,80.0,Chelsea Lee,Grade 4,20.0,20.0,0.0
S03685,Math,63.0,95.0,Chelsea Lee,Grade 4,0.0,20.0,0.0
S03686,Arabic,101.0,95.0,Matthew Sanchez,Grade 4,11.1,21.6,33.3
S03686,English,93.0,90.0,Matthew Sanchez,Grade 4,50.0,21.6,33.3
S03686,Geography,64.0,100.0,Matthew Sanchez,Grade 4,20.0,21.6,33.3
S03686,Math,48.0,80.0,Matthew Sanchez,Grade 4,0.0,21.6,33.3
S03686,Science,71.0,-5.0,Matthew Sanchez,Grade 4,60.0,21.6,33.3
S03687,Science,86.0,100.0,Rhonda Phillips,Grade 5,25.0,12.9,25.0
S03688,Arabic,104.0,80.0,michael page,Grade 1,66.7,18.2,50.0
S03688,Science,53.5,42.5,michael page,Grade 1,20.0,18.2,50.0
S03689,Arabic,97.5,87.5,Adam Morris,Grade 5,0.0,16.0,12.5
S03689,English,108.0,95.0,Adam Morris,Grade 5,25.0,16.0,12.5
S03689,Math,87.0,92.5,Adam Morris,Grade 5,0.0,16.0,12.5
S03690,History,65.0,-5.0,Tracy Glenn,Grade 1,25.0,11.5,42.9
S03690,Math,64.0,-5.0,Tracy Glenn,Grade 1,11.1,11.5,42.9
S03690,Science,94.0,85.0,Tracy Glenn,Grade 1,0.0,11.5,42.9
S03691,Geography,73.0,80.0,Calvin Wright,Grade 5,0.0,20.0,20.0
S03692,Arabic,108.0,80.0,lorraine rodriguez,Grade 4,40.0,27.6,0.0
S03692,English,90.0,95.0,lorraine rodriguez,Grade 4,20.0,27.6,0.0
S03692,Geography,98.0,-5.0,lorraine rodriguez,Grade 4,60.0,27.6,0.0
S03693,English,41.0,80.0,Roger Henderson,Grade 5,40.0,20.6,50.0
S03693,History,42.0,-5.0,Roger Henderson,Grade 5,25.0,20.6,50.0
S03693,Science,66.0,95.0,Roger Henderson,Grade 5,100.0,20.6,50.0
S03694,Arabic,71.0,90.0,Mark Elliott,Grade 1,0.0,25.9,20.0
S03694,English,79.5,95.0,Mark Elliott,Grade 1,25.0,25.9,20.0
S03694,Geography,73.0,90.0,Mark Elliott,Grade 1,16.7,25.9,20.0
S03694,Math,64.0,-5.0,Mark Elliott,Grade 1,50.0,25.9,20.0
S03694,Science,90.0,100.0,Mark Elliott,Grade 1,33.3,25.9,20.0
S03695,Geography,83.0,87.5,Matthew Lowery,Grade 3,0.0,20.0,50.0
S03695,Math,98.0,95.0,Matthew Lowery,Grade 3,33.3,20.0,50.0
S03695,Science,50.5,97.5,Matthew Lowery,Grade 3,0.0,20.0,50.0
S03696,Geography,97.0,100.0,jeremiah smith,Grade 2,40.0,27.6,50.0
S03696,Math,46.0,100.0,jeremiah smith,Grade 2,14.3,27.6,50.0
S03696,Science,93.0,-5.0,jeremiah smith,Grade 2,20.0,27.6,50.0
S03697,Arabic,98.0,80.0,Cole Short,Grade 3,40.0,41.4,33.3
S03697,Geography,72.0,85.0,Cole Short,Grade 3,66.7,41.4,33.3
S03697,History,55.0,100.0,Cole Short,Grade 3,60.0,41.4,33.3
S03699,History,85.0,90.0,Tracey Lopez,Grade 4,25.0,31.0,60.0
S03700,Geography,58.0,95.0,Michael Wood,Grade 1,25.0,31.2,50.0
S03701,Arabic,103.0,-5.0,wendy walters,Grade 2,40.0,27.6,25.0
S03701,English,77.0,90.0,wendy walters,Grade 2,20.0,27.6,25.0
S03701,Math,84.0,87.5,wendy walters,Grade 2,50.0,27.6,25.0
S03702,Arabic,78.0,90.0,Jacqueline Wiley,Grade 5,40.0,34.5,0.0
S03702,Science,67.0,97.5,Jacqueline Wiley,Grade 5,50.0,34.5,0.0
S03703,Arabic,67.0,95.0,Michelle Lowery,Grade 4,22.2,28.6,0.0
S03703,English,99.0,100.0,Michelle Lowery,Grade 4,50.0,28.6,0.0
S03703,History,70.0,100.0,Michelle Lowery,Grade 4,80.0,28.6,0.0
S03703,Math,51.0,95.0,Michelle Lowery,Grade 4,0.0,28.6,0.0
S03704,History,86.0,90.0,Victoria Rasmussen,Grade 3,0.0,35.5,37.5
S03704,Science,87.0,90.0,Victoria Rasmussen,Grade 3,33.3,35.5,37.5
S03705,English,95.0,100.0,Christina Patton,Grade 2,0.0,18.6,50.0
S03705,Geography,105.0,-5.0,Christina Patton,Grade 2,33.3,18.6,50.0
S03705,History,42.0,100.0,Christina Patton,Grade 2,33.3,18.6,50.0
S03706,History,57.0,100.0,Maria Hendrix,Grade 2,40.0,28.6,0.0
S03706,Science,104.0,100.0,Maria Hendrix,Grade 2,40.0,28.6,0.0
S03707,Arabic,98.0,-5.0,Roy Brown,Grade 2,57.1,36.4,25.0
S03707,Science,71.66666666666667,90.0,Roy Brown,Grade 2,33.3,36.4,25.0
S03708,Arabic,53.0,-5.0,Jordan Rowland,Grade 1,0.0,21.1,0.0
S03708,English,46.0,100.0,Jordan Rowland,Grade 1,0.0,21.1,0.0
S03708,Geography,72.0,95.0,Jordan Rowland,Grade 1,16.7,21.1,0.0
S03708,Science,44.0,95.0,Jordan Rowland,Grade 1,66.7,21.1,0.0
S03709,Arabic,65.0,100.0,Douglas Brown,Grade 4,20.0,24.0,33.3
S03709,English,67.5,73.75,Douglas Brown,Grade 4,12.5,24.0,33.3
S03709,Math,44.0,90.0,Douglas Brown,Grade 4,50.0,24.0,33.3
S03710,Arabic,67.0,-5.0,Anthony Herman,Grade 1,100.0,33.3,42.9
S03710,History,81.0,95.0,Anthony Herman,Grade 1,14.3,33.3,42.9
S03711,Arabic,104.0,100.0,Andrew Kennedy,Grade 3,0.0,20.0,37.5
S03711,English,101.0,95.0,Andrew Kennedy,Grade 3,0.0,20.0,37.5
S03711,Math,78.0,100.0,Andrew Kennedy,Grade 3,0.0,20.0,37.5
S03712,Geography,88.0,90.0,dana morris,Grade 3,0.0,33.3,40.0
S03713,English,81.0,100.0,Jean Moore,Grade 5,28.6,38.7,25.0
S03713,Math,73.0,90.0,Jean Moore,Grade 5,50.0,38.7,25.0
S03714,History,65.0,-5.0,Jennifer Gibson,Grade 2,50.0,20.8,0.0
S03714,Science,61.0,95.0,Jennifer Gibson,Grade 2,0.0,20.8,0.0
S03715,English,80.0,90.0,gary myers,Grade 4,0.0,26.3,33.3
S03715,Geography,87.0,-5.0,gary myers,Grade 4,100.0,26.3,33.3
S03715,Science,88.0,90.0,gary myers,Grade 4,0.0,26.3,33.3
S03716,Arabic,68.0,-5.0,Jasmine Jackson,Grade 1,0.0,12.5,0.0
S03716,Math,59.0,95.0,Jasmine Jackson,Grade 1,0.0,12.5,0.0
S03717,Arabic,74.0,95.0,Joanna Hensley,Grade 4,0.0,13.3,40.0
S03717,Science,50.0,95.0,Joanna Hensley,Grade 4,25.0,13.3,40.0
S03718,Arabic,47.0,90.0,Donald House,Grade 5,40.0,21.7,100.0
S03719,English,96.0,-5.0,mark ramirez,Grade 2,14.3,29.7,66.7
S03719,Geography,45.0,80.0,mark ramirez,Grade 2,50.0,29.7,66.7
S03719,Math,74.0,-5.0,mark ramirez,Grade 2,16.7,29.7,66.7
S03720,History,67.0,-5.0,Anna King MD,Grade 1,20.0,25.0,33.3
S03720,Math,97.0,80.0,Anna King MD,Grade 1,50.0,25.0,33.3
S03721,History,84.0,95.0,Christine Jordan,Grade 2,50.0,20.8,50.0
S03722,Arabic,82.0,90.0,Danielle Warren,Grade 4,42.9,30.0,28.6
S03722,English,109.0,95.0,Danielle Warren,Grade 4,20.0,30.0,28.6
S03722,Math,64.0,90.0,Danielle Warren,Grade 4,50.0,30.0,28.6
S03723,Arabic,66.0,100.0,Roberto Wise,Grade 5,33.3,20.7,0.0
S03723,English,81.0,95.0,Roberto Wise,Grade 5,16.7,20.7,0.0
S03723,History,95.0,90.0,Roberto Wise,Grade 5,50.0,20.7,0.0
S03723,Math,51.0,95.0,Roberto Wise,Grade 5,0.0,20.7,0.0
S03724,English,100.0,90.0,Vincent Peterson,Grade 1,25.0,23.3,50.0
S03724,Science,106.0,100.0,Vincent Peterson,Grade 1,50.0,23.3,50.0
S03725,Arabic,71.0,100.0,Shannon Collins,Grade 5,12.5,17.2,16.7
S03725,English,86.5,100.0,Shannon Collins,Grade 5,28.6,17.2,16.7
S03725,Math,65.0,95.0,Shannon Collins,Grade 5,16.7,17.2,16.7
S03725,Science,64.0,95.0,Shannon Collins,Grade 5,0.0,17.2,16.7
S03726,English,72.0,-5.0,Alison Walker,Grade 5,41.7,44.1,50.0
S03726,History,83.0,90.0,Alison Walker,Grade 5,0.0,44.1,50.0
S03727,Arabic,76.5,95.0,Raymond Webster,Grade 2,40.0,25.0,25.0
S03727,English,106.0,90.0,Raymond Webster,Grade 2,33.3,25.0,25.0
S03727,History,93.5,85.0,Raymond Webster,Grade 2,25.0,25.0,25.0
S03727,Science,85.0,100.0,Raymond Webster,Grade 2,33.3,25.0,25.0
S03728,English,80.0,95.0,Richard Reyes,Grade 5,16.7,32.3,0.0
S03728,Geography,95.0,95.0,Richard Reyes,Grade 5,66.7,32.3,0.0
S03729,English,92.0,90.0,chad phillips,Grade 1,20.0,19.0,0.0
S03730,Arabic,106.0,90.0,Denise Thompson,Grade 2,20.0,13.0,66.7
S03731,English,103.0,-5.0,Mr. Benjamin Brooks,Grade 3,16.7,18.5,37.5
S03732,History,60.0,100.0,kimberly gonzalez,Grade 3,42.9,30.0,18.2
S03732,Math,57.0,95.0,kimberly gonzalez,Grade 3,0.0,30.0,18.2
S03732,Science,71.0,95.0,kimberly gonzalez,Grade 3,16.7,30.0,18.2
S03733,English,68.0,90.0,Tyler Palmer,Grade 5,25.0,21.7,0.0
S03733,Geography,101.0,80.0,Tyler Palmer,Grade 5,0.0,21.7,0.0
S03733,Math,109.0,-5.0,Tyler Palmer,Grade 5,25.0,21.7,0.0
S03733,Science,79.5,42.5,Tyler Palmer,Grade 5,33.3,21.7,0.0
S03734,English,93.0,100.0,joshua gallagher,Grade 3,16.7,31.2,37.5
S03734,Math,71.5,42.5,joshua gallagher,Grade 3,50.0,31.2,37.5
S03735,Arabic,81.0,100.0,Amber Gordon,Grade 1,40.0,26.7,20.0
S03735,Science,80.0,-5.0,Amber Gordon,Grade 1,40.0,26.7,20.0
S03736,English,43.0,100.0,Shelly Franco,Grade 4,33.3,25.0,57.1
S03737,Arabic,69.0,95.0,Laura Leonard,Grade 5,12.5,23.3,0.0
S03737,Geography,62.0,100.0,Laura Leonard,Grade 5,44.4,23.3,0.0
S03737,Math,91.0,100.0,Laura Leonard,Grade 5,0.0,23.3,0.0
S03737,Science,80.0,100.0,Laura Leonard,Grade 5,0.0,23.3,0.0
S03738,Arabic,92.0,90.0,Debra Haynes,Grade 1,0.0,20.8,100.0
S03738,Geography,108.0,90.0,Debra Haynes,Grade 1,50.0,20.8,100.0
S03739,Arabic,90.0,95.0,James Collins,Grade 3,66.7,28.6,25.0
S03739,Math,53.0,95.0,James Collins,Grade 3,0.0,28.6,25.0
S03740,Arabic,54.5,90.0,Christopher Moon,Grade 5,25.0,25.0,20.0
S03740,Geography,88.0,-5.0,Christopher Moon,Grade 5,25.0,25.0,20.0
S03740,Math,82.0,95.0,Christopher Moon,Grade 5,37.5,25.0,20.0
S03741,Arabic,56.0,100.0,Andrew Hanson,Grade 4,16.7,25.0,100.0
S03741,English,70.0,80.0,Andrew Hanson,Grade 4,0.0,25.0,100.0
S03741,Math,100.0,95.0,Andrew Hanson,Grade 4,20.0,25.0,100.0
S03741,Science,106.0,100.0,Andrew Hanson,Grade 4,33.3,25.0,100.0
S03742,History,47.0,100.0,Michael Garcia,Grade 1,0.0,25.6,33.3
S03742,Science,54.0,-5.0,Michael Garcia,Grade 1,0.0,25.6,33.3
S03743,English,55.5,87.5,Renee Thornton,Grade 1,50.0,13.0,16.7
S03744,Math,108.0,90.0,Daniel Ruiz,Grade 5,33.3,33.3,50.0
S03745,English,73.0,80.0,Alexandra Clark,Grade 1,0.0,23.1,33.3
S03745,Science,103.0,80.0,Alexandra Clark,Grade 1,16.7,23.1,33.3
S03746,Geography,55.0,100.0,Valerie Johnson,Grade 3,20.0,35.5,100.0
S03747,Arabic,56.0,37.5,Shane Lee,Grade 2,33.3,21.4,33.3
S03747,History,97.0,90.0,Shane Lee,Grade 2,33.3,21.4,33.3
S03747,Science,81.5,95.0,Shane Lee,Grade 2,0.0,21.4,33.3
S03748,Geography,78.0,90.0,Christie Jackson,Grade 3,0.0,22.5,33.3
S03749,History,75.5,95.0,Yvonne Barber,Grade 2,16.7,25.0,50.0
S03750,Arabic,87.0,80.0,Renee Fields,Grade 4,0.0,15.6,33.3
S03750,English,60.0,92.5,Renee Fields,Grade 4,16.7,15.6,33.3
S03750,Geography,78.0,37.5,Renee Fields,Grade 4,0.0,15.6,33.3
S03750,Math,89.0,80.0,Renee Fields,Grade 4,28.6,15.6,33.3
S03750,Science,54.0,100.0,Renee Fields,Grade 4,16.7,15.6,33.3
S03751,Arabic,52.5,90.0,Joseph Smith,Grade 5,0.0,12.1,33.3
S03751,Geography,95.0,90.0,Joseph Smith,Grade 5,0.0,12.1,33.3
S03751,History,64.0,-5.0,Joseph Smith,Grade 5,25.0,12.1,33.3
S03751,Math,86.0,95.0,Joseph Smith,Grade 5,16.7,12.1,33.3
S03752,Geography,77.0,95.0,Michael York,Grade 1,12.5,17.6,50.0
S03752,Math,76.5,42.5,Michael York,Grade 1,0.0,17.6,50.0
S03753,Geography,41.0,100.0,Dr. Kristina Baldwin,Grade 5,20.0,29.7,66.7
S03754,Arabic,65.0,80.0,Mr. Jeremy Wall,Grade 3,50.0,27.8,57.1
S03754,English,79.0,90.0,Mr. Jeremy Wall,Grade 3,50.0,27.8,57.1
S03754,History,54.0,95.0,Mr. Jeremy Wall,Grade 3,20.0,27.8,57.1
S03754,Math,85.0,-5.0,Mr. Jeremy Wall,Grade 3,0.0,27.8,57.1
S03755,English,52.5,90.0,David Sanchez,Grade 5,20.0,16.2,50.0
S03756,English,62.666666666666664,91.66666666666667,Shane Willis,Grade 3,0.0,5.0,20.0
S03756,History,66.0,90.0,Shane Willis,Grade 3,0.0,5.0,20.0
S03757,English,66.0,-5.0,Stephanie Butler,Grade 2,37.5,24.3,42.9
S03757,History,68.0,-5.0,Stephanie Butler,Grade 2,20.0,24.3,42.9
S03758,Arabic,45.0,80.0,Cory West,Grade 3,50.0,22.6,50.0
S03758,Math,108.0,100.0,Cory West,Grade 3,33.3,22.6,50.0
S03759,Arabic,63.0,80.0,Angela Roy,Grade 4,66.7,38.5,12.5
S03759,English,59.0,95.0,Angela Roy,Grade 4,50.0,38.5,12.5
S03759,Math,50.0,90.0,Angela Roy,Grade 4,25.0,38.5,12.5
S03760,Arabic,49.0,90.0,Natalie Miller,Grade 3,0.0,27.3,33.3
S03760,English,81.0,100.0,Natalie Miller,Grade 3,28.6,27.3,33.3
S03760,History,73.0,80.0,Natalie Miller,Grade 3,14.3,27.3,33.3
S03760,Math,83.0,95.0,Natalie Miller,Grade 3,66.7,27.3,33.3
S03761,Geography,43.0,90.0,Rhonda Cain,Grade 4,25.0,15.6,33.3
S03761,Science,81.5,85.0,Rhonda Cain,Grade 4,20.0,15.6,33.3
S03762,English,101.0,100.0,Deborah Watkins,Grade 1,25.0,32.0,25.0
S03762,Math,69.0,95.0,Deborah Watkins,Grade 1,25.0,32.0,25.0
S03763,English,93.0,80.0,laura robertson dds,Grade 4,16.7,25.0,33.3
S03763,History,71.0,95.0,laura robertson dds,Grade 4,33.3,25.0,33.3
S03763,Math,67.66666666666667,58.333333333333336,laura robertson dds,Grade 4,16.7,25.0,33.3
S03764,Arabic,44.0,90.0,Terry Camacho,Grade 1,33.3,37.5,25.0
S03764,History,108.0,95.0,Terry Camacho,Grade 1,44.4,37.5,25.0
S03764,Math,51.5,85.0,Terry Camacho,Grade 1,25.0,37.5,25.0
S03765,Arabic,71.5,42.5,Carolyn Nunez,Grade 1,0.0,22.9,62.5
S03765,History,46.0,95.0,Carolyn Nunez,Grade 1,40.0,22.9,62.5
S03766,English,99.0,95.0,Chris Lee,Grade 5,60.0,31.0,75.0
S03766,Geography,63.0,100.0,Chris Lee,Grade 5,20.0,31.0,75.0
S03766,History,67.0,80.0,Chris Lee,Grade 5,25.0,31.0,75.0
S03766,Science,76.0,95.0,Chris Lee,Grade 5,16.7,31.0,75.0
S03767,English,91.5,95.0,melissa carrillo,Grade 3,0.0,22.9,25.0
S03767,Geography,100.0,-5.0,melissa carrillo,Grade 3,11.1,22.9,25.0
S03768,History,51.5,42.5,Vicki Arroyo,Grade 5,50.0,45.8,50.0
S03768,Math,50.0,100.0,Vicki Arroyo,Grade 5,66.7,45.8,50.0
S03769,Science,63.333333333333336,90.0,Eric Lawson,Grade 1,100.0,19.2,60.0
S03770,English,47.0,95.0,Kyle Freeman,Grade 3,66.7,42.4,0.0
S03770,Geography,102.0,90.0,Kyle Freeman,Grade 3,28.6,42.4,0.0
S03770,History,41.0,-5.0,Kyle Freeman,Grade 3,28.6,42.4,0.0
S03771,Geography,56.0,-5.0,Tracy Richards,Grade 3,100.0,19.4,0.0
S03772,History,44.0,80.0,Kimberly Johnson,Grade 4,28.6,23.5,100.0
S03772,Science,87.0,85.0,Kimberly Johnson,Grade 4,27.3,23.5,100.0
S03773,Arabic,93.0,-5.0,John Nelson,Grade 5,100.0,29.4,25.0
S03773,History,85.0,80.0,John Nelson,Grade 5,100.0,29.4,25.0
S03774,English,96.5,85.0,Angela Lopez,Grade 3,0.0,19.4,33.3
S03774,Math,71.0,90.0,Angela Lopez,Grade 3,0.0,19.4,33.3
S03774,Science,87.0,100.0,Angela Lopez,Grade 3,0.0,19.4,33.3
S03775,Geography,105.0,-5.0,Bryan James,Grade 2,16.7,20.0,0.0
S03775,Math,45.0,90.0,Bryan James,Grade 2,20.0,20.0,0.0
S03775,Science,104.0,100.0,Bryan James,Grade 2,50.0,20.0,0.0
S03776,English,62.0,37.5,Lori Morris,Grade 2,25.0,25.0,0.0
S03777,Geography,87.0,95.0,shawn horne,Grade 2,0.0,15.4,37.5
S03777,History,44.0,100.0,shawn horne,Grade 2,25.0,15.4,37.5
S03777,Science,83.0,95.0,shawn horne,Grade 2,0.0,15.4,37.5
S03778,Geography,67.0,47.5,David Brady,Grade 5,0.0,32.0,33.3
S03779,Arabic,44.0,100.0,Robert Golden,Grade 1,0.0,10.3,60.0
S03779,Geography,69.0,80.0,Robert Golden,Grade 1,0.0,10.3,60.0
S03779,Math,75.0,90.0,Robert Golden,Grade 1,0.0,10.3,60.0
S03779,Science,63.5,95.0,Robert Golden,Grade 1,0.0,10.3,60.0
S03780,Geography,103.0,-5.0,Johnny Cummings,Grade 5,0.0,26.1,0.0
S03780,History,51.5,47.5,Johnny Cummings,Grade 5,66.7,26.1,0.0
S03780,Math,93.0,-5.0,Johnny Cummings,Grade 5,0.0,26.1,0.0
S03780,Science,104.0,80.0,Johnny Cummings,Grade 5,12.5,26.1,0.0
S03782,Geography,48.0,100.0,Mrs. Sheri Lindsey,Grade 3,0.0,30.8,80.0
S03782,History,88.0,95.0,Mrs. Sheri Lindsey,Grade 3,57.1,30.8,80.0
S03782,Math,81.0,80.0,Mrs. Sheri Lindsey,Grade 3,0.0,30.8,80.0
S03782,Science,50.0,100.0,Mrs. Sheri Lindsey,Grade 3,33.3,30.8,80.0
S03783,History,94.5,45.0,Kimberly Raymond,Grade 3,33.3,22.9,37.5
S03783,Science,50.0,90.0,Kimberly Raymond,Grade 3,22.2,22.9,37.5
S03784,Geography,91.0,80.0,Robin Simmons,Grade 5,0.0,29.2,33.3
S03784,Science,67.0,45.0,Robin Simmons,Grade 5,0.0,29.2,33.3
S03785,Arabic,109.0,100.0,Daniel Snyder,Grade 3,50.0,30.8,33.3
S03785,Science,72.0,100.0,Daniel Snyder,Grade 3,0.0,30.8,33.3
S03786,English,102.0,-5.0,Bryan Larson,Grade 5,0.0,24.1,16.7
S03786,Geography,47.0,90.0,Bryan Larson,Grade 5,0.0,24.1,16.7
S03786,History,44.0,80.0,Bryan Larson,Grade 5,33.3,24.1,16.7
S03786,Math,40.0,100.0,Bryan Larson,Grade 5,50.0,24.1,16.7
S03787,Science,52.0,37.5,Jessica Carter,Grade 5,50.0,14.3,25.0
S03788,History,77.0,-5.0,Justin Williams,Grade 2,75.0,34.1,0.0
S03789,Arabic,104.0,95.0,Eugene Mcfarland,Grade 3,37.5,46.7,
S03789,History,62.0,-5.0,Eugene Mcfarland,Grade 3,25.0,46.7,
S03790,History,59.0,80.0,Amy Allen,Grade 4,16.7,25.0,40.0
S03790,Math,97.0,80.0,Amy Allen,Grade 4,33.3,25.0,40.0
S03791,Arabic,50.0,95.0,John Galvan,Grade 1,66.7,30.8,20.0
S03791,Geography,90.0,100.0,John Galvan,Grade 1,40.0,30.8,20.0
S03791,Science,70.0,90.0,John Galvan,Grade 1,50.0,30.8,20.0
S03792,Arabic,69.0,-5.0,Derek Cooper,Grade 4,50.0,16.7,36.4
S03792,Math,49.0,80.0,Derek Cooper,Grade 4,0.0,16.7,36.4
S03793,English,94.0,90.0,Eric Elliott,Grade 5,0.0,17.6,0.0
S03793,History,70.33333333333333,93.33333333333333,Eric Elliott,Grade 5,22.2,17.6,0.0
S03793,Math,52.5,-5.0,Eric Elliott,Grade 5,20.0,17.6,0.0
S03794,English,70.0,95.0,Fred Little,Grade 4,22.2,45.9,40.0
S03794,Math,49.0,-5.0,Fred Little,Grade 4,60.0,45.9,40.0
S03794,Science,79.0,90.0,Fred Little,Grade 4,60.0,45.9,40.0
S03795,Arabic,75.5,47.5,Gary Gibson,Grade 3,40.0,35.5,33.3
S03795,Math,61.0,95.0,Gary Gibson,Grade 3,33.3,35.5,33.3
S03795,Science,51.0,100.0,Gary Gibson,Grade 3,0.0,35.5,33.3
S03796,Arabic,106.0,95.0,Kelly Morales,Grade 5,0.0,25.0,50.0
S03796,Science,84.0,95.0,Kelly Morales,Grade 5,66.7,25.0,50.0
S03797,Arabic,90.0,90.0,steven white,Grade 2,20.0,36.1,0.0
S03797,Geography,43.0,-5.0,steven white,Grade 2,57.1,36.1,0.0
S03797,History,62.0,95.0,steven white,Grade 2,33.3,36.1,0.0
S03798,English,105.0,80.0,crystal nguyen,Grade 4,20.0,27.8,50.0
S03798,Geography,100.0,95.0,crystal nguyen,Grade 4,0.0,27.8,50.0
S03798,History,83.0,-5.0,crystal nguyen,Grade 4,33.3,27.8,50.0
S03798,Science,83.0,-5.0,crystal nguyen,Grade 4,33.3,27.8,50.0
S03799,Arabic,62.0,100.0,Lindsey Ward,Grade 5,42.9,27.8,33.3
S03799,English,102.0,90.0,Lindsey Ward,Grade 5,0.0,27.8,33.3
S03799,Math,107.0,100.0,Lindsey Ward,Grade 5,27.3,27.8,33.3
